timestamp_ms, ax_mps2, ay_mps2, az_mps2, gx_rads, gy_rads, gz_rads, temp_c
1922,3.939,-1.024,9.260,-0.006,0.004,-0.021,25.602
1932,3.929,-1.053,9.265,-0.004,0.004,-0.022,25.602
1942,3.934,-1.062,9.289,-0.002,0.002,-0.024,25.602
1952,3.929,-1.053,9.313,0.000,0.001,-0.028,25.602
1962,3.934,-1.058,9.318,0.000,0.002,-0.029,25.605
1972,3.967,-1.043,9.351,-0.002,0.002,-0.028,25.605
1982,3.963,-1.067,9.342,-0.007,0.002,-0.024,25.613
1992,3.963,-1.077,9.351,-0.012,0.004,-0.022,25.613
2002,3.943,-1.062,9.337,-0.015,0.004,-0.022,25.605
2012,3.915,-1.038,9.308,-0.013,-0.001,-0.024,25.605
2022,3.958,-1.034,9.322,-0.012,-0.005,-0.026,25.652
2032,3.953,-1.043,9.303,-0.011,-0.007,-0.027,25.652
2042,3.953,-1.053,9.270,-0.011,-0.007,-0.027,25.664
2052,3.963,-1.024,9.255,-0.013,-0.002,-0.026,25.664
2062,3.948,-1.015,9.246,-0.015,0.002,-0.023,25.602
2072,3.943,-1.029,9.255,-0.012,0.006,-0.023,25.602
2082,3.953,-1.029,9.275,-0.011,0.007,-0.022,25.598
2092,3.991,-1.034,9.303,-0.009,0.009,-0.022,25.598
2102,3.967,-1.038,9.308,-0.004,0.007,-0.021,25.605
2112,3.943,-1.034,9.308,-0.005,0.007,-0.016,25.605
2122,3.943,-1.043,9.346,-0.004,0.005,-0.015,25.621
2132,3.953,-1.086,9.351,-0.001,0.004,-0.017,25.621
2142,3.919,-1.082,9.356,-0.005,0.001,-0.021,25.613
2152,3.915,-1.082,9.366,-0.012,0.002,-0.021,25.613
2162,3.948,-1.067,9.399,-0.018,0.004,-0.024,25.574
2172,3.948,-1.101,9.385,-0.024,0.007,-0.024,25.574
2182,3.943,-1.072,9.375,-0.031,0.012,-0.023,25.570
2192,3.919,-1.101,9.380,-0.042,0.018,-0.018,25.570
2202,3.958,-1.110,9.375,-0.051,0.028,-0.011,25.629
2212,3.924,-1.096,9.389,-0.060,0.044,-0.007,25.629
2222,3.833,-1.058,9.404,-0.064,0.064,-0.007,25.625
2232,3.919,-1.163,9.456,-0.062,0.077,-0.022,25.625
2242,3.833,-1.115,9.500,-0.075,0.066,-0.026,25.582
2252,3.857,-1.134,9.533,-0.084,0.040,-0.026,25.582
2262,3.829,-1.153,9.547,-0.089,0.024,-0.031,25.617
2272,3.809,-1.187,9.581,-0.087,0.024,-0.033,25.617
2282,3.838,-1.220,9.643,-0.093,0.050,-0.018,25.629
2292,3.814,-1.239,9.629,-0.101,0.097,0.002,25.629
2302,3.503,-1.058,9.303,-0.131,0.142,0.002,25.609
2312,3.766,-1.316,9.945,-0.120,0.193,-0.005,25.609
2322,3.580,-1.311,9.863,-0.046,0.184,-0.056,25.625
2332,3.656,-1.378,9.820,-0.053,0.104,-0.079,25.625
2342,3.900,-1.321,9.921,-0.064,0.028,-0.104,25.684
2352,3.857,-1.302,9.562,-0.098,-0.009,-0.108,25.684
2362,3.857,-1.029,9.399,-0.156,0.045,-0.079,25.637
2372,3.953,-1.067,9.523,-0.128,0.138,-0.078,25.637
2382,3.963,-0.986,9.543,-0.119,0.167,-0.089,25.648
2392,4.068,-0.981,9.370,-0.145,0.139,-0.044,25.648
2402,4.116,-1.015,9.366,-0.184,0.099,-0.004,25.664
2412,3.924,-0.981,9.136,-0.213,0.053,0.006,25.664
2422,3.967,-1.115,9.145,-0.199,0.035,0.024,25.609
2432,3.852,-1.096,9.054,-0.158,0.029,0.037,25.609
2442,3.977,-1.297,9.098,-0.131,0.033,0.054,25.660
2452,3.699,-1.158,9.035,-0.133,0.029,0.024,25.660
2462,3.910,-1.235,9.093,-0.142,0.032,0.016,25.617
2472,3.891,-1.235,9.188,-0.126,0.040,0.017,25.617
2482,3.824,-1.230,9.208,-0.114,0.038,0.043,25.621
2492,3.838,-1.402,9.351,-0.108,0.039,0.066,25.621
2502,3.671,-1.397,9.375,-0.105,0.038,0.067,25.605
2512,3.546,-1.541,9.533,-0.104,0.038,0.076,25.605
2532,3.599,-1.618,9.701,-0.104,0.075,0.067,25.672
2542,3.470,-1.555,9.782,-0.086,0.077,0.032,25.672
2552,3.561,-1.493,9.787,-0.101,0.059,0.033,25.648
2562,3.714,-1.790,9.925,-0.120,0.067,0.061,25.648
2572,3.503,-1.536,9.858,-0.140,0.072,0.093,25.633
2582,3.537,-1.866,9.892,-0.186,0.082,0.122,25.633
2592,3.302,-1.886,9.844,-0.197,0.084,0.092,25.609
2602,3.249,-1.862,9.629,-0.242,0.064,0.079,25.609
2612,3.360,-1.976,9.677,-0.248,0.081,0.081,25.645
2622,3.187,-1.852,9.634,-0.227,0.098,0.095,25.645
2632,3.230,-1.962,9.648,-0.193,0.089,0.101,25.660
2642,3.130,-2.168,9.638,-0.158,0.066,0.070,25.660
2652,3.053,-2.321,9.576,-0.151,0.027,0.028,25.621
2662,2.934,-2.311,9.495,-0.183,-0.015,-0.018,25.621
2672,2.991,-2.326,9.471,-0.215,-0.038,-0.092,25.641
2682,2.996,-2.201,9.275,-0.252,-0.046,-0.195,25.641
2692,3.211,-2.005,8.983,-0.319,-0.028,-0.269,25.633
2702,3.336,-1.948,8.825,-0.359,0.021,-0.292,25.633
2712,3.570,-1.953,8.815,-0.337,0.068,-0.285,25.621
2722,3.498,-1.890,8.739,-0.335,0.097,-0.288,25.621
2732,3.584,-1.900,8.739,-0.334,0.121,-0.279,25.625
2742,3.632,-1.953,8.729,-0.305,0.138,-0.264,25.625
2752,3.647,-1.909,8.767,-0.293,0.130,-0.247,25.613
2762,3.546,-1.866,8.786,-0.304,0.105,-0.236,25.613
2772,3.417,-1.761,8.853,-0.272,0.076,-0.241,25.633
2782,3.374,-1.680,8.949,-0.221,0.048,-0.279,25.633
2792,3.460,-1.766,9.131,-0.165,0.039,-0.330,25.605
2802,3.513,-1.689,9.303,-0.130,0.029,-0.365,25.605
2812,3.479,-1.708,9.428,-0.106,-0.009,-0.389,25.672
2822,3.661,-1.761,9.657,-0.087,-0.044,-0.401,25.672
2832,3.671,-1.809,9.844,-0.077,-0.071,-0.439,25.625
2842,3.714,-1.809,9.849,-0.103,-0.120,-0.475,25.625
2852,3.891,-1.723,9.825,-0.161,-0.180,-0.497,25.645
2862,3.891,-1.680,9.547,-0.228,-0.221,-0.520,25.645
2872,4.030,-1.560,9.260,-0.282,-0.211,-0.542,25.617
2882,4.130,-1.522,9.045,-0.319,-0.172,-0.551,25.617
2892,4.164,-1.330,8.849,-0.334,-0.138,-0.544,25.633
2902,4.302,-1.230,8.691,-0.338,-0.094,-0.542,25.633
2912,4.369,-1.192,8.600,-0.307,-0.057,-0.528,25.609
2922,4.546,-1.158,8.590,-0.257,-0.054,-0.492,25.609
2932,4.661,-1.115,8.562,-0.199,-0.067,-0.450,25.684
2942,4.805,-1.067,8.576,-0.149,-0.088,-0.397,25.684
2952,4.848,-1.062,8.533,-0.104,-0.101,-0.337,25.602
2962,4.819,-0.991,8.514,-0.073,-0.092,-0.272,25.602
2972,4.767,-1.058,8.562,-0.068,-0.075,-0.204,25.609
2982,4.690,-1.134,8.629,-0.066,-0.066,-0.150,25.609
2992,4.585,-1.177,8.719,-0.061,-0.054,-0.110,25.637
3002,4.499,-1.278,8.810,-0.049,-0.038,-0.078,25.637
3012,4.388,-1.330,8.920,-0.035,-0.027,-0.056,25.633
3022,4.345,-1.460,9.054,-0.038,-0.024,-0.035,25.633
3032,4.288,-1.546,9.150,-0.043,-0.032,-0.018,25.684
3042,4.264,-1.622,9.188,-0.040,-0.039,-0.010,25.684
3052,4.192,-1.704,9.246,-0.038,-0.042,-0.007,25.629
3062,4.178,-1.752,9.270,-0.039,-0.043,-0.002,25.629
3072,4.154,-1.819,9.212,-0.050,-0.035,0.005,25.691
3082,4.101,-1.852,9.212,-0.057,-0.021,0.012,25.691
3092,4.087,-1.862,9.174,-0.054,-0.009,0.017,25.676
3102,4.063,-1.895,9.141,-0.051,-0.005,0.024,25.676
3112,4.015,-1.871,9.145,-0.046,-0.011,0.031,25.641
3122,3.972,-1.881,9.150,-0.038,-0.020,0.031,25.641
3132,3.953,-1.866,9.136,-0.029,-0.026,0.026,25.648
3142,3.953,-1.842,9.141,-0.024,-0.024,0.021,25.648
3152,3.972,-1.842,9.150,-0.027,-0.021,0.012,25.688
3162,3.996,-1.862,9.165,-0.031,-0.013,0.007,25.688
3172,4.015,-1.852,9.179,-0.034,-0.012,0.007,25.688
3182,4.025,-1.828,9.160,-0.038,-0.017,0.015,25.688
3192,4.049,-1.866,9.131,-0.046,-0.026,0.024,25.664
3202,4.058,-1.909,9.093,-0.050,-0.028,0.037,25.664
3212,4.025,-1.914,9.064,-0.050,-0.027,0.044,25.645
3222,3.958,-1.962,9.021,-0.050,-0.023,0.046,25.645
3232,3.929,-2.000,9.002,-0.042,-0.021,0.042,25.664
3242,3.934,-2.010,8.964,-0.028,-0.022,0.032,25.664
3252,3.948,-2.015,8.987,-0.011,-0.026,0.023,25.656
3262,3.986,-2.000,8.997,0.002,-0.027,0.021,25.656
3272,3.991,-2.010,8.983,0.007,-0.028,0.023,25.645
3282,4.010,-2.020,8.964,0.011,-0.024,0.028,25.645
3292,4.020,-1.976,8.935,0.013,-0.017,0.029,25.625
3302,4.001,-1.962,8.892,0.016,-0.004,0.029,25.625
3312,4.025,-1.943,8.877,0.024,0.012,0.032,25.656
3322,4.020,-1.938,8.853,0.029,0.022,0.029,25.656
3332,4.044,-1.948,8.810,0.033,0.027,0.027,25.637
3342,4.049,-1.929,8.791,0.042,0.032,0.027,25.637
3352,4.053,-1.895,8.719,0.051,0.038,0.031,25.609
3362,4.044,-1.890,8.758,0.059,0.050,0.039,25.609
3372,4.063,-1.909,8.791,0.084,0.067,0.044,25.688
3382,4.001,-1.914,8.858,0.098,0.079,0.048,25.688
3392,3.963,-1.862,8.892,0.108,0.088,0.050,25.691
3402,3.996,-1.929,9.016,0.116,0.097,0.056,25.691
3412,3.948,-1.866,9.069,0.125,0.101,0.056,25.629
3422,3.958,-1.876,9.155,0.123,0.108,0.061,25.629
3432,3.915,-1.862,9.255,0.119,0.112,0.066,25.688
3442,3.939,-1.895,9.332,0.117,0.115,0.066,25.688
3452,3.876,-1.924,9.361,0.140,0.114,0.056,25.652
3462,3.948,-1.833,9.327,0.206,0.126,0.042,25.652
3472,3.862,-1.775,9.404,0.265,0.155,0.038,25.684
3482,3.905,-1.713,9.509,0.250,0.134,0.044,25.684
3502,3.943,-1.646,9.356,0.026,0.024,0.051,25.676
3512,3.919,-1.622,9.313,0.013,0.053,0.057,25.676
3522,3.905,-1.641,9.361,0.001,0.066,0.073,25.664
3532,3.891,-1.665,9.361,-0.023,0.044,0.087,25.664
3542,3.919,-1.699,9.308,-0.031,0.018,0.092,25.715
3552,3.905,-1.752,9.332,-0.015,0.012,0.095,25.715
3562,3.891,-1.771,9.366,0.006,0.013,0.100,25.684
3572,3.896,-1.790,9.322,0.006,0.016,0.100,25.684
3582,3.872,-1.795,9.308,-0.009,0.026,0.104,25.652
3592,3.891,-1.857,9.279,-0.017,0.032,0.109,25.652
3602,3.809,-1.895,9.232,0.020,0.055,0.105,25.605
3612,3.757,-1.905,9.232,0.072,0.075,0.100,25.605
3622,3.709,-1.933,9.241,0.105,0.066,0.088,25.684
3632,3.695,-1.900,9.212,0.114,0.039,0.076,25.684
3642,3.699,-1.847,9.165,0.106,0.016,0.061,25.637
3652,3.733,-1.833,9.150,0.093,0.013,0.057,25.637
3662,3.762,-1.847,9.121,0.079,0.024,0.059,25.664
3672,3.776,-1.842,9.083,0.071,0.045,0.057,25.664
3682,3.742,-1.809,9.083,0.064,0.064,0.059,25.668
3692,3.699,-1.823,9.102,0.055,0.072,0.061,25.668
3702,3.671,-1.823,9.107,0.056,0.066,0.061,25.707
3712,3.666,-1.871,9.145,0.060,0.051,0.054,25.707
3722,3.666,-1.862,9.155,0.062,0.034,0.042,25.695
3732,3.714,-1.881,9.184,0.057,0.024,0.033,25.695
3742,3.690,-1.823,9.208,0.079,0.044,0.028,25.668
3752,3.695,-1.795,9.289,0.106,0.072,0.032,25.668
3762,3.628,-1.828,9.346,0.114,0.073,0.032,25.688
3772,3.618,-1.838,9.385,0.112,0.056,0.029,25.688
3782,3.604,-1.847,9.385,0.114,0.042,0.021,25.684
3792,3.580,-1.814,9.385,0.112,0.037,0.009,25.684
3802,3.618,-1.828,9.394,0.103,0.042,0.001,25.656
3812,3.637,-1.790,9.380,0.084,0.048,-0.002,25.656
3822,3.661,-1.771,9.318,0.065,0.053,-0.004,25.641
3832,3.651,-1.775,9.270,0.051,0.055,-0.005,25.641
3842,3.613,-1.732,9.222,0.053,0.053,-0.010,25.695
3852,3.584,-1.742,9.184,0.062,0.048,-0.013,25.695
3862,3.584,-1.732,9.198,0.070,0.042,-0.020,25.691
3872,3.608,-1.708,9.222,0.076,0.034,-0.029,25.691
3882,3.690,-1.708,9.160,0.079,0.033,-0.040,25.660
3892,3.680,-1.641,9.098,0.083,0.039,-0.042,25.660
3902,3.714,-1.627,9.169,0.099,0.055,-0.037,25.703
3912,3.709,-1.613,9.217,0.115,0.068,-0.032,25.703
3922,3.718,-1.627,9.203,0.119,0.070,-0.026,25.668
3932,3.637,-1.579,9.222,0.110,0.068,-0.013,25.668
3942,3.651,-1.598,9.270,0.115,0.075,-0.007,25.691
3952,3.589,-1.565,9.265,0.119,0.081,-0.013,25.691
3962,3.623,-1.570,9.332,0.125,0.087,-0.010,25.676
3972,3.608,-1.579,9.404,0.132,0.092,-0.007,25.676
3982,3.551,-1.560,9.413,0.128,0.089,-0.012,25.695
3992,3.517,-1.594,9.433,0.112,0.086,-0.016,25.695
4002,3.474,-1.598,9.461,0.104,0.087,-0.018,25.695
4012,3.474,-1.565,9.547,0.106,0.093,-0.024,25.695
4022,3.460,-1.589,9.638,0.109,0.097,-0.031,25.695
4032,3.460,-1.608,9.768,0.108,0.089,-0.035,25.695
4042,3.431,-1.589,9.863,0.093,0.072,-0.042,25.695
4052,3.446,-1.565,9.878,0.072,0.054,-0.049,25.695
4062,3.379,-1.503,9.945,0.054,0.039,-0.054,25.684
4072,3.427,-1.464,9.959,0.038,0.035,-0.060,25.684
4082,3.441,-1.316,9.863,0.017,0.037,-0.066,25.715
4092,3.575,-1.493,10.026,-0.002,0.054,-0.054,25.715
4102,3.460,-1.484,10.098,-0.006,0.053,-0.045,25.680
4112,3.474,-1.498,9.959,-0.035,0.012,-0.049,25.680
4122,3.532,-1.498,9.811,-0.086,-0.024,-0.067,25.664
4132,3.565,-1.484,9.681,-0.101,-0.037,-0.081,25.664
4142,3.623,-1.431,9.557,-0.095,-0.034,-0.083,25.711
4152,3.680,-1.364,9.452,-0.103,-0.029,-0.079,25.711
4162,3.695,-1.364,9.423,-0.109,-0.026,-0.066,25.703
4172,3.695,-1.364,9.413,-0.105,-0.028,-0.049,25.703
4182,3.666,-1.383,9.409,-0.094,-0.034,-0.035,25.719
4192,3.666,-1.431,9.442,-0.084,-0.043,-0.026,25.719
4202,3.637,-1.440,9.461,-0.081,-0.046,-0.021,25.707
4212,3.642,-1.469,9.519,-0.084,-0.043,-0.021,25.707
4222,3.618,-1.440,9.514,-0.093,-0.039,-0.023,25.707
4232,3.647,-1.469,9.495,-0.105,-0.039,-0.022,25.707
4242,3.637,-1.479,9.480,-0.119,-0.045,-0.022,25.668
4252,3.647,-1.474,9.394,-0.126,-0.053,-0.023,25.668
4262,3.642,-1.484,9.308,-0.127,-0.054,-0.022,25.715
4272,3.666,-1.507,9.265,-0.120,-0.046,-0.017,25.715
4282,3.685,-1.522,9.265,-0.111,-0.038,-0.015,25.707
4292,3.685,-1.560,9.255,-0.105,-0.034,-0.015,25.707
4302,3.666,-1.565,9.222,-0.100,-0.037,-0.015,25.719
4312,3.699,-1.541,9.217,-0.095,-0.042,-0.015,25.719
4322,3.776,-1.555,9.222,-0.086,-0.042,-0.011,25.703
4332,3.785,-1.560,9.198,-0.079,-0.033,-0.004,25.703
4342,3.776,-1.546,9.212,-0.078,-0.020,0.011,25.727
4352,3.766,-1.555,9.251,-0.073,-0.010,0.024,25.727
4362,3.728,-1.589,9.255,-0.068,-0.006,0.033,25.738
4372,3.666,-1.608,9.284,-0.072,-0.009,0.038,25.738
4382,3.613,-1.632,9.322,-0.073,-0.007,0.037,25.754
4392,3.608,-1.670,9.375,-0.065,-0.004,0.031,25.754
4402,3.608,-1.713,9.442,-0.059,-0.004,0.023,25.695
4412,3.604,-1.742,9.452,-0.065,-0.013,0.017,25.695
4422,3.599,-1.737,9.480,-0.072,-0.022,0.018,25.715
4432,3.613,-1.699,9.461,-0.077,-0.024,0.020,25.715
4442,3.584,-1.747,9.442,-0.079,-0.024,0.020,25.742
4452,3.604,-1.766,9.423,-0.079,-0.031,0.017,25.742
4472,3.647,-1.752,9.370,-0.077,-0.055,0.007,25.691
4482,3.623,-1.790,9.351,-0.077,-0.054,0.009,25.691
4492,3.628,-1.771,9.313,-0.077,-0.055,0.009,25.727
4502,3.632,-1.819,9.322,-0.077,-0.057,0.007,25.727
4512,3.637,-1.819,9.337,-0.072,-0.059,0.006,25.762
4522,3.661,-1.828,9.366,-0.068,-0.059,0.005,25.762
4532,3.628,-1.847,9.385,-0.068,-0.060,0.002,25.762
4542,3.661,-1.819,9.380,-0.068,-0.061,0.001,25.762
4552,3.651,-1.809,9.356,-0.075,-0.065,0.001,25.738
4562,3.637,-1.847,9.351,-0.078,-0.068,0.002,25.738
4572,3.675,-1.857,9.322,-0.075,-0.075,0.000,25.746
4582,3.666,-1.823,9.251,-0.073,-0.079,-0.005,25.746
4592,3.685,-1.828,9.198,-0.075,-0.078,-0.006,25.738
4602,3.709,-1.833,9.174,-0.070,-0.070,-0.012,25.738
4612,3.762,-1.847,9.107,-0.070,-0.059,-0.015,25.703
4622,3.805,-1.823,9.059,-0.071,-0.049,-0.016,25.703
4632,3.824,-1.847,9.007,-0.067,-0.043,-0.012,25.711
4642,3.819,-1.823,8.892,-0.061,-0.039,-0.004,25.711
