timestamp_ms, ax_mps2, ay_mps2, az_mps2, gx_rads, gy_rads, gz_rads, temp_c
2991,0.225,-0.507,10.117,-0.012,0.005,-0.026,26.355
3001,0.230,-0.502,10.093,-0.012,0.006,-0.027,26.340
3011,0.220,-0.498,10.102,-0.012,0.006,-0.027,26.340
3021,0.230,-0.502,10.069,-0.012,0.007,-0.027,26.445
3031,0.239,-0.517,10.079,-0.012,0.006,-0.026,26.445
3041,0.244,-0.498,10.074,-0.011,0.006,-0.026,26.375
3051,0.206,-0.512,10.088,-0.013,0.006,-0.027,26.375
3061,0.215,-0.507,10.055,-0.012,0.006,-0.028,26.344
3081,0.249,-0.507,10.079,-0.012,0.004,-0.027,26.371
3091,0.249,-0.507,10.069,-0.012,0.005,-0.027,26.359
3101,0.258,-0.493,10.079,-0.012,0.004,-0.027,26.359
3111,0.244,-0.512,10.083,-0.012,0.004,-0.027,26.379
3121,0.234,-0.502,10.088,-0.012,0.005,-0.027,26.379
3131,0.211,-0.493,10.098,-0.012,0.004,-0.027,26.352
3141,0.220,-0.517,10.136,-0.012,0.005,-0.026,26.352
3151,0.187,-0.488,10.122,-0.012,0.006,-0.027,26.363
3161,0.182,-0.502,10.069,-0.012,0.006,-0.026,26.363
3171,0.196,-0.507,10.102,-0.012,0.006,-0.027,26.363
3181,0.215,-0.512,10.035,-0.012,0.007,-0.027,26.363
3191,0.258,-0.502,10.074,-0.012,0.006,-0.027,26.348
3201,0.273,-0.507,10.102,-0.012,0.006,-0.028,26.348
3211,0.244,-0.536,10.074,-0.011,0.006,-0.027,26.332
3221,0.258,-0.531,10.079,-0.011,0.006,-0.026,26.332
3231,0.249,-0.502,10.083,-0.012,0.006,-0.026,26.332
3241,0.234,-0.512,10.107,-0.011,0.005,-0.026,26.332
3251,0.211,-0.517,10.031,-0.012,0.006,-0.026,26.395
3261,0.234,-0.498,10.083,-0.011,0.004,-0.027,26.395
3271,0.249,-0.488,10.117,-0.012,0.006,-0.026,26.344
3281,0.249,-0.474,10.098,-0.011,0.006,-0.027,26.344
3291,0.230,-0.493,10.107,-0.012,0.005,-0.027,26.328
3301,0.201,-0.493,10.045,-0.011,0.007,-0.027,26.328
3311,0.225,-0.507,10.064,-0.012,0.006,-0.027,26.340
3321,0.206,-0.498,10.069,-0.012,0.005,-0.027,26.340
3331,0.215,-0.512,10.088,-0.012,0.004,-0.027,26.344
3341,0.201,-0.517,10.102,-0.013,0.005,-0.027,26.344
3351,0.225,-0.488,10.088,-0.012,0.006,-0.026,26.332
3361,0.230,-0.493,10.064,-0.011,0.006,-0.027,26.332
3371,0.234,-0.474,10.021,-0.011,0.006,-0.026,26.340
3381,0.244,-0.483,10.098,-0.011,0.005,-0.026,26.340
3391,0.225,-0.493,10.112,-0.012,0.005,-0.027,26.367
3401,0.258,-0.483,10.102,-0.012,0.006,-0.027,26.367
3411,0.215,-0.498,10.093,-0.012,0.007,-0.028,26.332
3421,0.220,-0.498,10.074,-0.012,0.006,-0.027,26.332
3431,0.206,-0.498,10.069,-0.012,0.006,-0.027,26.375
3441,0.211,-0.488,10.064,-0.012,0.005,-0.027,26.375
3451,0.220,-0.498,10.088,-0.013,0.006,-0.027,26.348
3461,0.211,-0.522,10.093,-0.012,0.005,-0.027,26.348
3471,0.215,-0.507,10.079,-0.012,0.006,-0.027,26.328
3481,0.220,-0.507,10.112,-0.012,0.006,-0.027,26.328
3491,0.215,-0.498,10.055,-0.012,0.007,-0.027,26.352
3501,0.254,-0.507,10.064,-0.012,0.006,-0.027,26.352
3511,0.263,-0.498,10.112,-0.012,0.006,-0.027,26.344
3521,0.254,-0.507,10.069,-0.012,0.006,-0.027,26.344
3531,0.258,-0.507,10.074,-0.013,0.005,-0.026,26.410
3541,0.220,-0.502,10.055,-0.012,0.006,-0.027,26.410
3551,0.234,-0.502,10.069,-0.012,0.005,-0.027,26.367
3561,0.206,-0.483,10.107,-0.012,0.005,-0.027,26.367
3571,0.211,-0.507,10.117,-0.012,0.005,-0.026,26.391
3581,0.206,-0.483,10.083,-0.012,0.006,-0.026,26.391
3591,0.230,-0.483,10.141,-0.012,0.005,-0.026,26.320
3601,0.201,-0.493,10.074,-0.012,0.007,-0.027,26.320
3611,0.220,-0.474,10.059,-0.011,0.007,-0.026,26.348
3621,0.254,-0.502,10.069,-0.011,0.006,-0.027,26.348
3631,0.249,-0.502,10.093,-0.012,0.006,-0.027,26.363
3641,0.254,-0.517,10.088,-0.012,0.006,-0.027,26.363
3651,0.244,-0.517,10.064,-0.012,0.006,-0.027,26.352
3661,0.239,-0.531,10.093,-0.012,0.006,-0.027,26.352
3671,0.230,-0.522,10.083,-0.012,0.006,-0.026,26.340
3681,0.220,-0.512,10.069,-0.012,0.006,-0.027,26.340
3691,0.206,-0.502,10.074,-0.012,0.006,-0.026,26.328
3701,0.244,-0.507,10.093,-0.011,0.005,-0.026,26.328
3711,0.244,-0.498,10.102,-0.012,0.006,-0.027,26.340
3721,0.230,-0.502,10.088,-0.012,0.006,-0.028,26.340
3731,0.234,-0.469,10.083,-0.012,0.006,-0.027,26.352
3741,0.211,-0.488,10.107,-0.012,0.006,-0.027,26.352
3751,0.215,-0.488,10.083,-0.011,0.006,-0.027,26.402
3761,0.234,-0.488,10.079,-0.011,0.006,-0.027,26.402
3771,0.225,-0.498,10.083,-0.012,0.006,-0.027,26.316
3781,0.249,-0.507,10.107,-0.012,0.006,-0.027,26.316
3791,0.234,-0.493,10.026,-0.012,0.006,-0.026,26.363
3801,0.268,-0.493,10.136,-0.011,0.005,-0.027,26.363
3811,0.249,-0.493,10.035,-0.013,0.005,-0.027,26.363
3821,0.287,-0.488,10.150,-0.012,0.004,-0.027,26.363
3831,0.234,-0.522,10.088,-0.011,0.005,-0.027,26.336
3841,0.220,-0.512,10.093,-0.012,0.005,-0.027,26.336
3851,0.196,-0.512,10.040,-0.012,0.006,-0.028,26.367
3861,0.182,-0.493,10.069,-0.012,0.005,-0.027,26.367
3871,0.172,-0.483,10.098,-0.013,0.005,-0.027,26.344
3881,0.211,-0.498,10.098,-0.012,0.005,-0.026,26.344
3891,0.215,-0.502,10.079,-0.011,0.006,-0.026,26.352
3901,0.244,-0.498,10.079,-0.012,0.006,-0.026,26.352
3911,0.249,-0.498,10.069,-0.012,0.005,-0.027,26.324
3921,0.258,-0.483,10.098,-0.013,0.006,-0.027,26.324
3931,0.258,-0.488,10.093,-0.013,0.006,-0.027,26.332
3941,0.225,-0.488,10.055,-0.012,0.006,-0.027,26.332
3951,0.230,-0.502,10.093,-0.012,0.005,-0.027,26.324
3961,0.220,-0.493,10.117,-0.012,0.005,-0.027,26.324
3971,0.220,-0.502,10.079,-0.013,0.006,-0.027,26.363
3981,0.201,-0.498,10.031,-0.012,0.007,-0.026,26.363
3991,0.206,-0.493,10.112,-0.012,0.005,-0.026,26.359
4001,0.215,-0.512,10.069,-0.013,0.007,-0.026,26.359
4011,0.215,-0.502,10.079,-0.012,0.005,-0.027,26.301
4021,0.230,-0.526,10.088,-0.012,0.006,-0.027,26.301
4031,0.234,-0.522,10.074,-0.012,0.005,-0.026,26.367
4041,0.244,-0.498,10.074,-0.012,0.006,-0.026,26.367
4051,0.225,-0.498,10.079,-0.012,0.006,-0.027,26.289
4061,0.230,-0.493,10.079,-0.012,0.006,-0.026,26.289
4071,0.206,-0.507,10.079,-0.011,0.005,-0.027,26.348
4081,0.187,-0.479,10.107,-0.012,0.006,-0.027,26.348
4091,0.201,-0.479,10.093,-0.012,0.005,-0.027,26.355
4101,0.201,-0.488,10.107,-0.012,0.006,-0.027,26.355
4111,0.239,-0.474,10.083,-0.012,0.006,-0.027,26.359
4121,0.230,-0.479,10.055,-0.011,0.005,-0.027,26.359
4131,0.244,-0.474,10.069,-0.012,0.006,-0.027,26.313
4141,0.239,-0.488,10.088,-0.012,0.005,-0.026,26.313
4151,0.239,-0.512,10.088,-0.013,0.006,-0.026,26.375
4161,0.239,-0.512,10.088,-0.012,0.006,-0.027,26.375
4171,0.244,-0.507,10.045,-0.012,0.006,-0.026,26.363
4181,0.254,-0.526,10.088,-0.012,0.005,-0.026,26.363
4191,0.244,-0.502,10.093,-0.012,0.006,-0.027,26.348
4201,0.220,-0.517,10.122,-0.012,0.006,-0.027,26.348
4211,0.201,-0.493,10.093,-0.012,0.007,-0.026,26.379
4221,0.215,-0.517,10.035,-0.012,0.006,-0.027,26.379
4231,0.220,-0.493,10.088,-0.012,0.005,-0.027,26.352
4241,0.220,-0.488,10.079,-0.012,0.006,-0.027,26.352
4251,0.244,-0.498,10.074,-0.012,0.005,-0.027,26.340
4261,0.249,-0.507,10.083,-0.012,0.006,-0.026,26.340
4271,0.220,-0.488,10.069,-0.012,0.006,-0.027,26.352
4281,0.244,-0.507,10.098,-0.012,0.006,-0.027,26.352
4291,0.234,-0.502,10.079,-0.012,0.006,-0.027,26.344
4301,0.220,-0.498,10.069,-0.012,0.006,-0.026,26.344
4311,0.230,-0.474,10.088,-0.011,0.006,-0.027,26.363
4321,0.225,-0.498,10.107,-0.012,0.005,-0.027,26.363
4331,0.220,-0.498,10.064,-0.012,0.005,-0.026,26.316
4341,0.230,-0.507,10.064,-0.012,0.006,-0.027,26.316
4351,0.220,-0.498,10.079,-0.013,0.006,-0.027,26.309
4361,0.191,-0.517,10.098,-0.012,0.006,-0.027,26.309
4371,0.220,-0.502,10.117,-0.012,0.006,-0.027,26.332
4381,0.230,-0.522,10.059,-0.012,0.006,-0.026,26.332
4391,0.230,-0.502,10.026,-0.011,0.006,-0.026,26.344
4401,0.292,-0.526,10.117,-0.012,0.006,-0.026,26.344
4411,0.273,-0.493,10.069,-0.013,0.006,-0.028,26.332
4421,0.297,-0.479,10.098,-0.013,0.005,-0.027,26.332
4431,0.258,-0.507,10.079,-0.012,0.006,-0.026,26.359
4441,0.215,-0.493,10.079,-0.011,0.006,-0.027,26.359
4451,0.191,-0.498,10.050,-0.012,0.006,-0.027,26.355
4461,0.177,-0.507,10.102,-0.013,0.005,-0.027,26.355
4471,0.177,-0.493,10.083,-0.013,0.005,-0.027,26.367
4481,0.182,-0.493,10.102,-0.012,0.006,-0.026,26.367
4491,0.206,-0.512,10.050,-0.012,0.006,-0.027,26.367
4511,0.268,-0.517,10.107,-0.012,0.006,-0.027,26.305
4521,0.282,-0.512,10.093,-0.012,0.006,-0.027,26.359
4531,0.258,-0.493,10.074,-0.012,0.007,-0.027,26.359
4541,0.244,-0.483,10.079,-0.013,0.006,-0.027,26.363
4551,0.249,-0.498,10.074,-0.013,0.006,-0.027,26.363
4561,0.220,-0.502,10.088,-0.012,0.006,-0.027,26.344
4571,0.211,-0.507,10.112,-0.012,0.006,-0.027,26.344
4581,0.196,-0.488,10.059,-0.012,0.006,-0.027,26.348
4591,0.225,-0.502,10.059,-0.011,0.005,-0.027,26.348
4601,0.239,-0.479,10.083,-0.012,0.005,-0.027,26.336
4611,0.249,-0.493,10.088,-0.012,0.005,-0.027,26.336
4621,0.239,-0.483,10.117,-0.012,0.004,-0.027,26.332
4631,0.215,-0.498,10.102,-0.012,0.006,-0.026,26.332
4641,0.215,-0.507,10.079,-0.012,0.006,-0.026,26.340
4651,0.201,-0.517,10.098,-0.012,0.007,-0.027,26.340
4661,0.211,-0.498,10.088,-0.011,0.007,-0.027,26.332
4671,0.215,-0.517,10.098,-0.011,0.007,-0.027,26.332
4681,0.215,-0.507,10.059,-0.011,0.009,-0.027,26.313
4691,0.234,-0.507,10.083,-0.011,0.006,-0.026,26.313
4701,0.225,-0.522,10.083,-0.012,0.007,-0.027,26.391
4711,0.249,-0.507,10.098,-0.012,0.007,-0.027,26.391
4721,0.234,-0.536,10.083,-0.012,0.009,-0.027,26.340
4731,0.239,-0.507,10.064,-0.012,0.009,-0.026,26.340
4741,0.239,-0.483,10.088,-0.012,0.007,-0.026,26.391
4751,0.206,-0.483,10.064,-0.012,0.007,-0.027,26.391
4761,0.230,-0.483,10.064,-0.012,0.005,-0.027,26.344
4771,0.239,-0.483,10.083,-0.012,0.005,-0.027,26.344
4781,0.249,-0.483,10.102,-0.012,0.006,-0.026,26.367
4791,0.239,-0.502,10.093,-0.012,0.006,-0.026,26.367
4801,0.230,-0.502,10.074,-0.012,0.005,-0.027,26.332
4811,0.244,-0.512,10.079,-0.012,0.005,-0.027,26.332
4821,0.220,-0.502,10.074,-0.011,0.005,-0.027,26.375
4831,0.215,-0.493,10.112,-0.011,0.005,-0.027,26.375
4841,0.230,-0.512,10.122,-0.010,0.006,-0.027,26.355
4851,0.201,-0.507,10.102,-0.011,0.007,-0.027,26.355
4861,0.225,-0.512,10.098,-0.011,0.006,-0.027,26.367
4871,0.215,-0.502,10.069,-0.011,0.007,-0.027,26.367
4881,0.211,-0.493,10.122,-0.010,0.006,-0.027,26.383
4891,0.191,-0.479,10.122,-0.005,0.006,-0.026,26.383
4901,0.177,-0.464,10.064,0.000,0.004,-0.023,26.367
4911,-0.211,-0.115,10.112,-0.010,-0.004,-0.021,26.367
4921,0.699,-0.727,10.035,-0.018,-0.002,0.005,26.387
4931,0.483,-0.675,10.031,-0.018,0.011,-0.032,26.387
4941,0.215,-0.388,10.079,-0.015,0.007,-0.023,26.348
4951,0.244,-0.493,10.040,-0.015,0.001,-0.028,26.348
4961,0.230,-0.526,10.160,-0.015,0.004,-0.027,26.340
4971,0.167,-0.636,10.055,-0.020,0.004,-0.027,26.340
4981,0.182,-0.426,10.174,-0.001,0.016,-0.028,26.367
4991,0.158,-0.546,10.050,-0.009,0.011,-0.028,26.367
5001,0.139,-0.565,10.146,-0.009,0.009,-0.028,26.438
5011,0.177,-0.502,10.050,-0.004,0.010,-0.027,26.438
5021,0.249,-0.474,10.021,-0.006,0.009,-0.026,26.355
5031,0.244,-0.464,10.107,-0.013,0.009,-0.024,26.355
5041,0.278,-0.522,10.012,-0.018,0.007,-0.024,26.410
5051,0.368,-0.613,10.074,-0.013,0.011,-0.026,26.410
5061,0.191,-0.345,10.069,-0.006,0.006,-0.034,26.391
5071,0.225,-0.526,10.083,-0.009,0.004,-0.027,26.391
5081,0.234,-0.498,10.069,-0.006,0.002,-0.027,26.355
5091,0.220,-0.464,10.126,-0.006,0.001,-0.028,26.355
5101,0.201,-0.445,10.093,-0.006,0.004,-0.028,26.336
5111,0.220,-0.431,10.074,-0.009,0.004,-0.027,26.336
5121,0.196,-0.493,10.141,-0.016,0.009,-0.024,26.371
5131,0.206,-0.517,10.117,-0.016,0.007,-0.026,26.371
5141,0.220,-0.512,10.083,-0.015,0.007,-0.026,26.340
5151,0.234,-0.526,10.074,-0.012,0.006,-0.026,26.340
5161,0.230,-0.498,10.064,-0.011,0.005,-0.027,26.379
5171,0.239,-0.502,10.050,-0.011,0.005,-0.027,26.379
5181,0.249,-0.488,10.088,-0.012,0.005,-0.027,26.352
5191,0.263,-0.502,10.179,-0.013,0.006,-0.026,26.352
5201,0.234,-0.517,10.016,-0.012,0.007,-0.027,26.379
5211,0.239,-0.498,10.074,-0.011,0.005,-0.027,26.379
5221,0.225,-0.502,10.074,-0.011,0.006,-0.027,26.344
5231,0.196,-0.488,10.074,-0.011,0.006,-0.026,26.344
5241,0.196,-0.498,10.088,-0.012,0.005,-0.027,26.355
5251,0.215,-0.498,10.107,-0.013,0.006,-0.027,26.355
5261,0.215,-0.502,10.112,-0.013,0.005,-0.026,26.336
5271,0.187,-0.493,10.098,-0.012,0.006,-0.027,26.336
5281,0.220,-0.488,10.098,-0.012,0.006,-0.027,26.352
5291,0.196,-0.493,10.055,-0.012,0.005,-0.026,26.352
5301,0.206,-0.474,10.136,-0.012,0.005,-0.027,26.348
5311,0.220,-0.498,10.088,-0.012,0.006,-0.026,26.348
5321,0.215,-0.474,10.031,-0.011,0.006,-0.024,26.359
5331,0.254,-0.469,10.079,-0.012,0.006,-0.027,26.359
5341,0.244,-0.493,10.088,-0.012,0.005,-0.027,26.387
5351,0.258,-0.498,10.083,-0.012,0.006,-0.027,26.387
5361,0.234,-0.488,10.112,-0.012,0.005,-0.027,26.418
5371,0.239,-0.507,10.117,-0.012,0.005,-0.027,26.418
5381,0.215,-0.498,10.055,-0.011,0.007,-0.027,26.387
5391,0.220,-0.483,10.079,-0.011,0.005,-0.027,26.387
5401,0.225,-0.512,10.083,-0.011,0.005,-0.027,26.363
5411,0.220,-0.507,10.098,-0.012,0.005,-0.027,26.363
5421,0.225,-0.522,10.079,-0.011,0.006,-0.027,26.371
5431,0.220,-0.493,10.131,-0.012,0.005,-0.027,26.371
5441,0.230,-0.493,10.079,-0.012,0.006,-0.027,26.402
5451,0.230,-0.488,10.079,-0.012,0.006,-0.027,26.402
5461,0.225,-0.474,10.088,-0.012,0.006,-0.027,26.375
5471,0.249,-0.479,10.064,-0.013,0.006,-0.027,26.375
5481,0.249,-0.469,10.098,-0.012,0.006,-0.026,26.398
5491,0.244,-0.474,10.098,-0.012,0.006,-0.026,26.398
5501,0.254,-0.498,10.079,-0.012,0.005,-0.027,26.371
5511,0.239,-0.469,10.088,-0.012,0.005,-0.027,26.371
5521,0.234,-0.498,10.093,-0.012,0.006,-0.026,26.383
5531,0.211,-0.522,10.098,-0.013,0.005,-0.027,26.383
5541,0.206,-0.498,10.083,-0.013,0.005,-0.027,26.387
5551,0.206,-0.512,10.098,-0.012,0.005,-0.027,26.387
5561,0.201,-0.541,10.012,-0.012,0.007,-0.027,26.395
5571,0.215,-0.522,10.083,-0.011,0.004,-0.027,26.395
5581,0.249,-0.498,10.112,-0.012,0.005,-0.028,26.348
5591,0.268,-0.479,10.098,-0.012,0.005,-0.027,26.348
5601,0.249,-0.488,10.102,-0.012,0.006,-0.027,26.344
5611,0.249,-0.483,10.079,-0.012,0.006,-0.026,26.344
5621,0.244,-0.483,10.064,-0.013,0.005,-0.027,26.371
5631,0.220,-0.507,10.069,-0.012,0.004,-0.027,26.371
5641,0.234,-0.507,10.050,-0.011,0.002,-0.027,26.402
5651,0.230,-0.483,10.093,-0.012,0.002,-0.027,26.402
